Id,Sales
199,2311.3826
200,1567.24
201,202.02744
202,-331.0415
203,934.26764
204,1669.6783
205,1669.7869
206,1434.1511
207,3177.9949
208,2133.6877
209,1863.5167
210,140.19286
211,1347.5848
212,1882.8949
213,1832.9497
214,1771.2206
215,1565.0311
216,1435.7598
217,1557.7494
218,1345.3257
219,1175.467
220,1671.9607
221,1614.8398
222,1484.5538
223,1997.4332
224,1744.5996
225,1279.6896
226,2074.2222
227,1969.2753
228,1999.4065
229,929.3691
230,1583.2435
231,1477.2863
232,1051.1768
233,1861.2194
234,1861.6571
235,1334.9396
236,1346.8156
237,2568.16
238,1883.1354
239,1728.7634
240,1689.6477
241,1658.9448
242,1570.6964
243,1278.9569
244,2524.4954
245,1348.3094
246,1933.9733
247,3007.94
248,1723.1653
249,1910.7976
250,1282.3296
251,1381.2859
252,2221.3945
253,1123.0414
254,1782.2593
255,2313.0596
256,1442.9204
257,3595.6494
258,3564.867
259,1138.4056
260,1825.6492
261,1453.2941
262,1700.198
263,1462.6285
264,2481.8718
265,2017.5756
266,2297.4353
267,1418.7256
268,1804.6202
269,1147.6487
270,2133.4395
271,1763.3578
272,1566.413
273,1607.4803
274,332.8748
275,1827.465
276,2206.1377
277,1254.2504
278,2437.7637
279,1514.0746
280,2071.8538
281,1447.2716
282,1405.7401
283,1437.9711
284,2497.5833
285,1392.4612
286,1912.7864
287,1601.0483
288,2130.6428
289,1137.8379
290,1934.8531
291,1398.0234
292,1184.7285
293,2719.8528
294,2850.293
295,1891.1611
296,1244.6116
297,2719.765
298,2505.2458
299,2537.5344
300,1953.6769
301,2149.0466
302,1468.8044
303,2091.6047
304,1265.7155
305,1615.575
306,1442.3229
307,1526.1697
308,1985.6584
309,1616.7804
310,1499.7836
311,1435.4141
312,1128.8542
313,1230.1492
314,1409.4991
315,1709.1067
316,2115.9836
317,1598.21
318,1953.4602
319,1328.8557
320,1470.4136
321,2630.7856
322,2183.3232
323,1909.1699
324,1166.9982
325,1571.1224
326,1168.9869
327,1654.0067
328,1123.6094
329,1652.499
330,2150.0596
331,1410.2463
332,1453.8562
333,1986.3124
334,2224.9905
335,2682.731
336,1419.5795
337,2123.5571
338,1120.2565
339,1583.1893
340,1629.838
341,1133.6746
342,1611.7684
343,1749.516
344,1379.0138
345,2159.276
346,2874.514
347,1875.9951
348,1397.7631
349,1485.8708
350,1440.0265
351,1508.5123
352,1707.1039
353,1299.4781
354,1455.3927
355,2789.2917
356,1044.9067
357,1864.6475
358,1947.0682
359,2354.3665
360,2511.7468
361,1279.0953
362,2916.8552
363,1756.9773
364,1336.458
365,1234.8342
366,1627.3304
367,1658.3749
368,1407.4686
369,1453.0907
370,1176.6825
371,1406.7773
372,1672.6449
373,1053.0962
374,1597.4684
375,1553.4104
376,2025.1344
377,1974.8378
378,1438.6395
379,2126.4194
380,1407.0907
381,1288.8488
382,1246.9994
383,1573.1808
384,2733.617
385,1497.3167
386,1450.3679
387,2099.212
388,2213.523
389,1855.7043
390,1928.1381
391,2236.0881
392,1290.8921
393,535.1126
394,1635.7688
395,2018.7356
396,1681.4761
397,1948.9263
398,1388.2476
399,1261.2865
400,1124.6234
401,1479.4523
402,2058.902
403,1726.0293
404,2309.4883
405,3144.6638
406,1919.075
407,592.99713
408,1188.0062
409,2217.6042
410,2396.8926
411,1910.3705
412,2268.7183
413,2536.775
414,1501.034
415,1219.7139
416,2166.541
417,1334.8718
418,1595.6232
419,1780.6171
420,1261.662
421,3009.3567
422,1458.7096
423,1418.0024
424,1252.0856
425,1313.3694
426,1585.3557
427,3096.322
428,1247.0839
429,1160.655
430,1144.0026
431,1182.5945
432,1037.5687
433,2019.0668
434,1278.9916
435,1106.3197
436,1336.761
437,1821.0624
438,1478.0579
439,1671.9683
440,1139.9163
441,1413.7584
442,1503.4622
443,1794.1809
444,1338.6963
445,1946.3348
446,2291.1265
447,1364.7408
448,1163.7812
449,1870.5532
450,2106.4624
451,2040.0585
452,1983.823
453,1268.4652
454,968.967
455,2204.4385
456,1989.7512
457,1553.2365
458,1769.7964
459,1205.1238
460,1607.145
461,1430.923
462,2118.8616
463,1309.1385
464,1357.2223
465,1747.913
466,1321.2802
467,1755.8174
468,2013.1646
469,1822.119
470,1847.8574
471,1349.0746
472,1332.9873
473,1757.0779
474,2267.2122
475,2333.6326
476,1523.864
477,1635.4182
478,1685.4769
479,1588.7545
480,-3015.049
481,2262.0232
482,1911.218
483,1862.9142
484,1409.6415
485,1766.7683
486,1079.887
487,1406.2334
488,1511.5958
489,1515.4934
490,1794.5886
491,2374.2336
492,1501.839
493,1565.9305
494,2427.5872
495,1786.6796
496,994.8909
497,2043.1798
498,2250.665
499,2614.888
500,1453.6544
501,1627.0096
502,1504.0485
503,1786.0643
504,1745.1449
505,1866.1782
506,963.22174
507,1633.7704
508,1822.0475
509,1698.0404
510,1696.1713
511,1643.4127
512,2280.8313
513,1286.2682
514,2294.6218
515,1543.0524
516,2012.9015
517,1203.3778
518,1784.9216
519,1611.268
520,1875.5177
521,2683.7026
522,1343.3214
523,84.3304
524,1348.0409
525,1790.5726
526,1117.5258
527,1162.5929
528,1520.9198
529,1695.7142
530,1866.0597
531,2023.7551
532,1496.0178
533,2135.8896
534,1988.7454
535,2340.0198
536,1755.55
537,1942.3925
538,1920.3782
539,2563.9788
540,2057.3037
541,1525.6066
542,1565.9858
543,1444.7479
544,-2431.6265
545,2410.8955
546,1335.5344
547,2230.3538
548,1310.0463
549,2109.5427
550,1918.7174
551,2331.481
552,1242.1519
553,1432.606
554,1689.7482
555,2000.987
556,1288.1553
557,1903.2976
558,1741.4087
559,2086.4717
560,1533.4126
561,1596.5571
562,1368.6058
563,1445.757
564,1247.6099
565,2650.8315
566,2510.7744
567,1113.1516
568,612.8021
569,1955.096
570,1467.5778
571,1749.308
572,1865.0674
573,2325.7556
574,1713.969
575,1745.6217
576,1944.1243
577,1777.4589
578,1621.8313
579,1593.6681
580,1828.1528
581,1422.033
582,1203.7273
583,1642.1127
584,2201.803
585,2307.9631
586,1694.2543
587,1523.1515
588,2185.4683
589,1145.0833
590,1587.9414
591,1395.0663
592,2245.1492
593,1480.6775
594,1848.1141
595,3071.92
596,588.15063
597,1438.1046
598,1754.5334
599,1035.6758
600,1455.4963
601,1466.4427
602,2012.4694
603,1451.4548
604,1078.6049
605,1654.9772
606,1388.4275
607,1753.1245
608,1531.8854
609,1048.6799
610,1540.8511
611,2041.6854
612,2294.0742
613,1369.3325
614,1313.401
615,2132.2344
616,1133.9203
617,2114.5178
618,938.43805
619,1507.3123
620,1636.9908
621,1823.9097
622,1109.8943
623,1797.876
624,1878.9902
625,2003.9292
626,2761.6475
627,1447.53
628,1089.9711
629,1494.6285
630,2050.7927
631,1470.1489
632,1763.1233
633,1494.5685
634,2407.7258
635,1732.7504
636,1629.78
637,1905.9866
638,1201.567
639,2282.9768
640,1522.7693
641,3853.4314
642,1558.4062
643,1561.7509
644,1549.1566
645,1307.8365
646,2034.9492
647,2286.1255
648,1538.9033
649,1231.323
650,2843.387
651,1585.9546
652,1765.0667
653,1749.9102
654,1572.7529
655,1240.8005
656,1501.7034
657,2238.3098
658,1770.4012
659,1794.7014
660,1489.992
661,1313.9932
662,1534.1158
663,1468.1188
664,1094.5651
665,1949.759
666,1766.7545
667,1334.7383
668,1561.9473
669,1736.1085
670,944.12537
671,2029.3524
672,1318.514
673,1758.2053
674,1186.167
675,1557.8094
676,1384.9988
677,-2379.6577
678,1838.7671
679,1488.1606
680,1274.1384
681,1399.7021
682,1467.3611
683,1396.9323
684,1752.4309
685,2052.3074
686,1818.6304
687,1557.5353
688,1770.1193
689,1645.1738
690,2427.8738
691,2065.4116
692,1472.609
693,931.72076
694,1559.2166
695,1825.3937
696,1139.1658
697,2528.9844
698,1411.4437
699,932.9408
700,2624.45
701,1420.9935
702,1627.7952
703,2679.4392
704,2278.8242
705,1226.3446
706,2388.1306
707,2457.8816
708,1207.1844
709,1392.9805
710,2011.5577
711,1781.2129
712,1404.9169
713,1580.8234
714,1621.8716
715,1509.5758
716,1871.2878
717,1800.8643
718,2074.3965
719,1557.5742
720,1710.9841
721,892.7379
722,2281.011
723,1941.7207
724,1647.968
725,1644.7507
726,1734.25
727,2078.6973
728,1432.0282
729,1495.9191
730,1590.3441
731,1626.2073
732,1724.0659
733,1226.1223
734,1361.764
735,1647.8453
736,37.379818
737,1759.2394
738,1756.7637
739,1487.5315
740,1510.7094
741,1288.2075
742,1033.2872
743,1698.626
744,1568.0654
745,1947.6156
746,2263.4329
747,2412.4954
748,1337.9163
749,2091.501
750,1154.8336
751,1207.9756
752,1736.2832
753,2627.895
754,2188.1138
755,2079.311
756,1696.5455
757,1877.3922
758,1274.8251
759,1461.8573
760,1836.8707
761,1092.9115
762,1182.7645
763,1679.9246
764,1303.5593
765,1704.5499
766,1668.797
767,1445.0476
768,1155.6504
769,1803.487
770,1959.5342
771,1480.1177
772,1557.8334
773,1438.1814
774,1453.4807
775,1363.2308
776,1743.3744
777,1828.8896
778,1393.4777
779,1366.8583
780,5439.695
781,1713.8752
782,1730.4268
783,2010.8015
784,1660.4211
785,1853.7837
786,1431.7521
787,1849.7943
788,2828.936
789,3621.6963
790,1597.0319
791,1467.7422
792,1300.9062
793,1674.4734
794,1515.325
795,1849.7515
796,2244.7437
797,1398.1871
798,1330.236
799,1481.6383
800,1542.9698
801,1683.2836
802,1773.5499
803,1225.2114
804,1939.3105
805,2096.479
806,1918.3168
807,2648.0273
808,1828.6333
809,1110.4323
810,1369.0282
811,2041.3398
812,1927.432
813,1981.4604
814,1603.07
815,1794.0044
816,1190.5447
817,2184.8398
818,1348.3995
819,2256.2593
820,1544.4478
821,1147.4521
822,1504.3137
823,1614.0142
824,2141.178
825,1881.6415
826,1105.2501
827,1451.2874
828,1889.5387
829,2417.2966
830,2111.6538
831,1217.0721
832,1499.668
833,1733.9076
834,1491.0549
835,1688.9253
836,2131.2954
837,2025.3252
838,2213.3704
839,1068.7772
840,1545.6041
841,-4765.96
842,1171.0659
843,1821.0791
844,2518.0996
845,1605.4519
846,1256.8712
847,1386.8926
848,1166.0862
849,1527.5618
850,1758.7003
851,1595.6583
852,1482.805
853,2906.4866
854,1550.5757
855,2129.7656
856,1452.274
857,1249.4458
858,2376.6892
859,2418.153
860,2286.5288
861,1761.6235
862,1406.1989
863,2164.1091
864,2210.1414
865,1550.4065
866,1782.9076
867,1813.9702
868,2080.306
869,2097.6497
870,2209.989
871,1693.8688
872,1500.2882
873,1596.8384
874,2503.484
875,2974.1787
876,2807.5605
877,1894.7375
878,1097.2462
879,1462.5126
880,1491.999
881,1925.8188
882,2692.6914
883,1918.3573
884,1588.111
885,1961.7288
886,1162.1945
887,1397.2986
888,2805.1594
889,2164.3965
890,1349.2286
891,1599.9078
892,2071.1711
893,1230.7046
894,1822.5303
895,1219.9583
896,1541.0328
897,1296.1708
898,1589.9078
899,1575.4845
900,1695.7509
901,1137.2211
902,1881.6854
903,1585.2544
904,2404.3228
905,1508.5758
906,2550.7097
907,1369.7513
908,2399.4
909,1766.6963
910,2543.8762
911,1824.7151
912,1491.6415
913,1916.559
914,1388.2336
915,2140.5056
916,1765.6377
917,1718.1906
918,1622.1982
919,1411.173
920,2841.4192
921,1169.1498
922,3486.8647
923,1501.978
924,1700.5714
925,2208.7583
926,1514.3303
927,1509.0635
928,2128.3132
929,2159.541
930,1428.3405
931,1360.682
932,1827.2914
933,1894.7147
934,2267.1409
935,1496.4408
936,1607.7784
937,2263.7073
938,1667.4302
939,1256.387
940,1757.6118
941,1376.41
942,1597.1531
943,1439.2822
944,1375.6304
945,1881.7181
946,1653.5582
947,2066.2249
948,1197.3563
949,1203.2742
950,1279.0012
951,1457.3553
952,1867.4021
953,2364.0952
954,1333.9316
955,1359.3528
956,1574.9059
957,1483.6335
958,1717.2808
959,2116.3542
960,2088.1084
961,2098.126
962,1654.8011
963,1368.7772
964,2014.5532
965,2134.0369
966,2512.7112
967,1995.8977
968,1976.2623
969,1738.6533
970,2095.135
971,2148.353
972,2615.0674
973,2069.7415
974,1597.7391
975,2576.1768
976,1593.6462
977,2161.7998
978,1673.5231
979,1770.5625
980,2044.3872
981,2123.4502
982,1292.9849
983,1232.9854
984,2467.608
985,1259.5486
986,1324.792
987,2627.0093
988,1670.0884
989,1356.8124
990,1350.0756
991,1790.8518
992,1960.8987
993,1694.7012
994,2554.1357
995,1377.6337
996,1577.7705
997,1856.944
998,1103.7563
999,1770.2021
1000,1433.9624
1001,2124.0261
1002,1981.714
1003,1222.2407
1004,1652.722
1005,1792.8192
1006,1250.1608
1007,2558.4724
1008,1955.0739
1009,2022.5032
1010,1848.1831
1011,1406.8224
1012,1453.9753
1013,1462.342
1014,2100.752
1015,3911.6865
1016,1141.4406
1017,1039.1768
1018,1353.4432
1019,2403.988
1020,1941.9034
1021,1781.9099
1022,2081.8474
1023,1246.419
1024,1867.6423
1025,1056.3899
1026,1654.8944
1027,1546.4774
1028,1605.4807
1029,2004.2158
1030,1833.4529
1031,1844.8359
1032,2264.5872
1033,1903.1072
1034,1362.3931
1035,2239.723
1036,3329.2942
1037,1899.6569
1038,2187.896
1039,1403.5583
1040,1609.2976
1041,1468.984
1042,2168.3843
1043,1606.2902
1044,1927.4104
1045,1731.6738
1046,2242.8262
1047,2043.1343
1048,1392.0297
1049,2444.7102
1050,2995.658
1051,3109.7148
1052,2035.3949
1053,949.0152
1054,1588.6658
1055,2537.7595
1056,1586.2775
1057,-48.694904
1058,-707.20557
1059,925.2728
1060,1805.3702
1061,1628.3137
1062,1490.8226
1063,3497.3557
1064,2261.1946
1065,2013.0061
1066,-122.643684
1067,1373.8212
1068,1922.4298
1069,1966.7075
1070,1890.7294
1071,1549.0216
1072,1427.426
1073,1611.5182
1074,1398.9441
1075,1156.7461
1076,1662.0051
1077,1675.4418
1078,1521.4634
1079,2160.4043
1080,1824.2964
1081,1367.2068
1082,2234.206
1083,2113.2883
1084,2001.807
1085,919.6264
1086,1608.2484
1087,1491.9667
1088,1044.1301
1089,1929.7887
1090,2019.5294
1091,1369.7991
1092,1360.9738
1093,2806.1228
1094,2082.0042
1095,1911.5083
1096,1785.1699
1097,1712.2046
1098,1638.1832
1099,1249.1149
1100,2706.4749
1101,1316.3292
1102,1901.5948
1103,3254.9058
1104,1733.9899
1105,2016.7372
1106,1254.5496
1107,1420.352
1108,2157.5852
1109,1129.634
1110,1871.768
1111,2492.8413
1112,1457.3413
1113,3987.0398
1114,3823.9878
1115,1128.098
1116,1898.3292
1117,1481.3596
1118,1789.4756
1119,1513.4431
1120,2502.4402
1121,2078.4028
1122,2548.851
1123,1491.6927
1124,1849.6992
1125,1125.9614
1126,2164.49
1127,1761.6956
1128,1627.2383
1129,1602.477
1130,87.21766
1131,1851.0718
1132,2382.2173
1133,1248.1918
1134,2633.7886
1135,1525.3539
1136,2224.4229
1137,1431.2657
1138,1441.7158
1139,1527.551
1140,2719.616
1141,1393.194
1142,1919.1644
1143,1721.6964
1144,2272.518
1145,1136.583
1146,1984.7507
1147,1484.7261
1148,1242.6493
1149,2797.8901
1150,2765.192
1151,1980.6724
1152,1290.2667
1153,2985.6536
1154,2744.5767
1155,2716.4177
1156,2048.468
1157,2355.5122
1158,1542.4948
1159,2073.2993
1160,1241.7822
1161,1717.4619
1162,1451.072
1163,1558.7225
1164,2081.5454
1165,1684.8362
1166,1630.4133
1167,1435.5288
1168,1124.2991
1169,1249.6504
1170,1454.7344
1171,1864.7164
1172,2122.8677
1173,1525.332
1174,2073.1802
1175,1306.1783
1176,1491.6855
1177,2900.066
1178,2409.0586
1179,1950.146
1180,1173.3268
1181,1476.1346
1182,1155.1202
1183,1691.7659
1184,1138.4927
1185,1801.5968
1186,2391.3428
1187,1428.7318
1188,1441.9022
1189,2020.5431
1190,2266.045
1191,2862.0923
1192,1444.478
1193,1893.16
1194,1165.0328
1195,1595.8789
1196,1631.712
1197,1138.7164
1198,1554.3751
1199,1836.1792
1200,1452.3875
1201,2242.9465
1202,3105.541
1203,1827.0269
1204,1402.893
1205,1534.5004
1206,1529.5565
1207,1448.0278
1208,1851.5656
1209,1294.9274
1210,1403.3464
1211,3046.5166
1212,1044.6561
1213,2020.321
1214,2033.5145
1215,2472.951
1216,2701.006
1217,1223.9836
1218,3133.7446
1219,1774.086
1220,1337.1648
1221,1294.526
1222,1758.936
1223,1694.992
1224,1478.2769
1225,1341.3425
1226,1174.6165
1227,1484.2546
1228,1686.3282
1229,1064.9916
1230,1584.8253
1231,1601.7728
1232,2193.489
1233,2078.4553
1234,1467.4314
1235,2185.3193
1236,1440.6489
1237,1326.1831
1238,1247.7855
1239,1616.6825
1240,2955.5264
1241,1603.3322
1242,1519.8627
1243,2323.7603
1244,2191.425
1245,1926.791
1246,2058.5425
1247,2344.4514
1248,1338.7761
1249,286.64404
1250,1721.4952
1251,1826.3992
1252,1848.9662
1253,2094.2703
1254,1408.8732
1255,1264.0195
1256,1134.9026
1257,1465.7054
1258,1895.577
1259,1870.9413
1260,2325.5205
1261,3202.4407
1262,1951.8643
1263,584.11993
1264,1227.9208
1265,2329.5896
1266,2566.4739
1267,1961.8347
1268,2427.5007
1269,2462.8347
1270,1530.758
1271,1285.7926
1272,2175.487
1273,1445.0214
1274,1736.8438
1275,1848.3906
1276,1335.954
1277,3277.5132
1278,1470.1805
1279,1493.2919
1280,1233.4823
1281,1340.7662
1282,1667.6658
1283,3513.6216
1284,1166.9598
1285,1202.2328
1286,1142.8912
1287,1294.4573
1288,1022.13477
1289,2064.5696
1290,1144.7054
1291,1139.1946
1292,1344.2424
1293,1955.5894
1294,1494.2323
1295,1748.934
1296,1136.8451
1297,1522.225
1298,1448.7266
1299,1839.176
1300,1357.6877
1301,2060.116
1302,2672.9106
1303,1432.2
1304,1224.2408
1305,1987.0791
1306,2212.2341
1307,2194.2314
1308,2136.967
1309,1282.0988
1310,988.934
1311,2358.008
1312,1920.8804
1313,1561.9594
1314,1863.5646
1315,1202.2502
1316,1619.2567
1317,1440.8143
1318,2297.19
1319,1354.534
1320,1398.3981
1321,1732.2676
1322,1316.9097
1323,1843.7744
1324,2185.391
1325,1873.0608
1326,1862.6957
1327,1460.8002
1328,1367.8678
1329,1696.309
1330,2416.5576
1331,2313.852
1332,1523.8291
1333,1744.452
1334,1635.5024
1335,1624.151
1336,-3066.9524
1337,2215.5212
1338,1972.8577
1339,1993.6469
1340,1470.7168
1341,1848.6046
1342,1062.5397
1343,1422.1143
1344,1538.1027
1345,1442.284
1346,1992.6339
1347,2368.4585
1348,1491.5555
1349,1615.8416
1350,2558.6494
1351,1911.4915
1352,996.3087
1353,2125.4963
1354,2071.4873
1355,2873.4
1356,1490.0463
1357,1687.4423
1358,1520.3105
1359,1923.5624
1360,1795.7034
1361,1978.1432
1362,958.7085
1363,1753.3718
1364,1898.1558
1365,1818.1772
1366,1773.3062
1367,1678.9767
1368,2553.3699
1369,1299.0623
1370,2517.5505
1371,1523.112
1372,2143.4531
1373,1180.8229
1374,1876.0867
1375,1650.9045
1376,1910.7269
1377,2616.088
1378,1381.4719
1379,-174.21483
1380,1393.2998
1381,1894.0066
1382,1109.4569
1383,1167.5891
1384,1582.1614
1385,1852.3995
1386,1910.7816
1387,2086.217
1388,1566.9816
1389,1976.6112
1390,2187.5723
1391,2702.4487
1392,1763.1852
1393,2098.9854
1394,2063.4207
1395,2495.5967
1396,2103.8708
1397,1596.3137
1398,1657.5276
1399,1440.095
1400,-2496.3542
1401,2638.6877
1402,1310.4922
1403,2314.368
1404,1317.0562
1405,2194.9873
1406,2000.9498
1407,2503.6128
1408,1243.7477
1409,1418.7671
1410,1784.2191
1411,2136.7478
1412,1284.8906
1413,1959.0077
1414,1730.7937
1415,2230.5474
1416,1537.2435
1417,1653.5342
1418,1363.7714
1419,1485.6614
1420,1239.4761
1421,2849.0298
1422,2722.0718
1423,1126.6108
1424,465.3129
1425,2070.1262
1426,1515.5927
1427,1892.2451
1428,1874.2877
1429,2349.56
1430,1718.7428
1431,1889.1233
1432,2075.037
1433,1825.2173
1434,1704.8632
1435,1634.4546
1436,1953.176
1437,1425.628
1438,1314.3856
1439,1777.9353
1440,2338.763
1441,2175.8442
1442,1772.7911
1443,1548.8584
1444,2368.1665
1445,1155.361
1446,1595.6302
1447,1391.1835
1448,2324.0366
1449,1470.8792
1450,1815.6292
1451,3373.4363
1452,558.0388
1453,1532.3033
1454,1802.2609
1455,1019.77234
1456,1474.7683
1457,1550.419
1458,1978.8733
1459,1525.3073
1460,1067.8035
1461,1787.6101
1462,1401.0934
1463,1832.405
1464,1602.7152
1465,1015.43243
1466,1536.8558
1467,2189.7896
1468,2488.014
1469,1466.099
1470,1393.3751
1471,2291.0168
1472,1159.0065
1473,2230.7227
1474,928.9311
1475,1519.1829
1476,1651.8768
1477,1928.2762
1478,1112.8853
1479,1832.0178
1480,2063.6438
1481,2058.1494
1482,3062.175
1483,1479.3157
1484,1095.3295
1485,1567.9371
1486,2152.9946
1487,1507.4436
1488,1941.9277
1489,1535.2686
1490,2547.3442
1491,1870.2814
1492,1656.9401
1493,2069.5046
1494,1234.3535
1495,2420.6946
1496,1589.474
1497,4247.1523
1498,1551.7831
1499,1595.4321
1500,1607.9653
1501,1249.534
1502,2157.0742
1503,2086.5574
1504,1636.0168
1505,1222.437
1506,2776.3997
1507,1623.8082
1508,1829.4988
1509,1771.7438
1510,1685.8917
1511,1241.5942
1512,1573.1224
1513,2405.055
1514,1845.1136
1515,1942.4596
1516,1439.764
1517,1387.4869
1518,1547.5491
1519,1478.8647
1520,1091.2859
1521,2072.5386
1522,1875.8541
1523,1339.8496
1524,1546.818
1525,1734.3446
1526,911.33234
1527,1998.5665
1528,1280.3206
1529,1770.7522
1530,1196.6287
1531,1609.9349
1532,1438.6509
1533,-2471.996
1534,1923.836
1535,1588.0066
1536,1287.353
1537,1435.215
1538,1548.658
1539,1435.5626
1540,1812.6964
1541,2142.567
1542,1788.9012
1543,1616.4805
1544,1785.2197
1545,1703.3918
1546,2620.1023
1547,2200.5764
1548,1523.9268
1549,912.8453
1550,1609.1221
1551,1959.7812
1552,1152.881
1553,2383.457
1554,1427.8502
1555,1008.02826
1556,2797.0703
1557,1432.4113
1558,1704.6299
1559,2901.7524
1560,2430.81
1561,1210.1333
1562,2613.8496
1563,2650.375
1564,1120.1498
1565,1444.3917
1566,2020.4584
1567,1891.33
1568,1422.5002
1569,1590.7693
1570,1688.3615
1571,1455.634
1572,1916.4297
1573,1932.4066
1574,2314.6514
1575,1628.9404
1576,1820.2429
1577,897.7563
1578,2266.7358
1579,1994.8915
1580,1650.1558
1581,1742.6664
1582,1747.5295
1583,2224.8562
1584,1457.321
1585,1580.4576
1586,1595.7668
1587,1638.986
1588,1804.8262
1589,1238.0686
1590,1429.5707
1591,1647.8746
1592,-221.99573
1593,1841.093
1594,1765.0834
1595,1488.2125
1596,1716.1783
1597,1283.4398
1598,1071.7998
1599,1766.9075
1600,1579.9143
1601,2101.917
1602,2447.425
1603,2629.6682
1604,1359.4729
1605,2137.505
1606,1144.3717
1607,1277.6394
1608,1819.7096
1609,2814.1233
1610,2228.2766
1611,2226.3188
1612,1860.8575
1613,2003.5399
1614,1330.117
1615,1503.5148
1616,1805.4609
1617,1154.4307
1618,1221.9155
1619,1752.32
1620,1282.3931
1621,1755.9263
1622,1732.6038
1623,1478.4668
1624,1162.6074
1625,1859.6062
1626,2133.4485
1627,1486.3376
1628,1676.6721
1629,1434.3948
1630,1554.4722
1631,1407.8961
1632,1675.7467
1633,1969.2706
1634,1367.7357
1635,1436.0492
1636,5326.439
1637,1739.2717
1638,1908.5616
1639,2195.1208
1640,1731.7571
1641,1993.9344
1642,1429.6033
1643,1925.8226
1644,2720.8926
1645,3935.342
1646,1702.3126
1647,1613.7633
1648,1298.1958
1649,1794.5232
1650,1513.0885
1651,1888.3503
1652,2476.4395
1653,1398.3116
1654,1380.3374
1655,1535.8475
1656,1640.6678
1657,1733.8691
1658,1903.7571
1659,1236.764
1660,1919.9619
1661,2229.1306
1662,2044.4803
1663,2910.6748
1664,1949.2505
1665,1110.3003
1666,1368.1698
1667,2078.94
1668,1983.3754
1669,2058.057
1670,1606.1444
1671,1905.9071
1672,1251.1451
1673,2330.7905
1674,1360.8702
1675,2379.4026
1676,1556.8995
1677,1165.1465
1678,1614.0464
1679,1681.3462
1680,2259.4
1681,1973.9019
1682,1144.3296
1683,1501.8027
1684,2097.0022
1685,2546.379
1686,2162.2048
1687,1220.0426
1688,1556.5729
1689,1974.1798
1690,1516.3688
1691,1755.3934
1692,2186.904
1693,2162.1448
1694,2247.9429
1695,1055.8164
1696,1610.8877
